event_id,event_date,city,category,order_id,ticket_qty,status,utm_source,utm_campaign,utm_content,sold_out
E017,2026-04-22,Warsaw,kids,O1073,3,confirmed,instagram,spring_sale,video_ad,false
E051,2026-08-20,Gdansk,adults,O1074,2,cancelled,google,flash_sale,email_main,false
E052,2026-04-23,Wroclaw,kids,O1075,5,confirmed,newsletter,summer_fun,banner,true
E064,2026-08-24,Katowice,kids,O1076,2,confirmed,instagram,flash_sale,email_main,true
E016,2026-05-09,Wroclaw,kids,O1077,5,cancelled,google,kids_event,video_ad,true
E060,2026-05-22,Poznan,adults,O1078,1,confirmed,newsletter,kids_event,banner,false
E024,2026-07-27,Poznan,kids,O1079,1,cancelled,facebook,summer_fun,carousel,true
E093,2026-08-26,Cracow,kids,O1080,4,confirmed,newsletter,kids_event,video_ad,true
E024,2026-05-31,Cracow,kids,O1081,4,cancelled,newsletter,spring_sale,banner,true
E008,2026-08-20,Wroclaw,kids,O1082,2,cancelled,instagram,summer_fun,search_ad,false
E060,2026-06-26,Wroclaw,kids,O1083,5,confirmed,facebook,summer_fun,banner,false
E034,2026-05-24,Gdansk,adults,O1084,4,confirmed,facebook,kids_event,video_ad,true
E004,2026-06-22,Warsaw,kids,O1085,1,confirmed,instagram,flash_sale,story_ad,true
E024,2026-07-27,Lodz,adults,O1086,2,confirmed,instagram,autumn_event,story_ad,false
E075,2026-05-03,Gdansk,kids,O1087,4,confirmed,google,flash_sale,search_ad,true
E030,2026-07-19,Lodz,kids,O1088,5,cancelled,facebook,spring_sale,carousel,false
E066,2026-05-14,Gdansk,adults,O1089,3,confirmed,facebook,flash_sale,video_ad,true
E013,2026-04-03,Poznan,kids,O1090,4,confirmed,newsletter,autumn_event,story_ad,false
E053,2026-05-10,Poznan,adults,O1091,1,confirmed,google,autumn_event,carousel,true
E022,2026-06-10,Cracow,kids,O1092,3,confirmed,google,flash_sale,search_ad,false
E067,2026-08-26,Cracow,adults,O1093,4,confirmed,instagram,kids_event,email_main,false
E028,2026-06-01,Lodz,kids,O1094,4,confirmed,instagram,kids_event,video_ad,true
E083,2026-07-26,Warsaw,adults,O1095,1,confirmed,newsletter,kids_event,email_main,true
E034,2026-08-05,Katowice,adults,O1096,2,confirmed,instagram,flash_sale,carousel,false
E100,2026-07-07,Cracow,kids,O1097,2,confirmed,google,spring_sale,story_ad,false
E061,2026-05-19,Gdansk,kids,O1098,5,confirmed,instagram,kids_event,video_ad,true
E068,2026-05-07,Poznan,kids,O1099,5,confirmed,newsletter,spring_sale,carousel,false
E021,2026-08-08,Katowice,adults,O1100,1,confirmed,newsletter,kids_event,banner,false
E016,2026-07-15,Gdansk,adults,O1101,3,confirmed,newsletter,autumn_event,video_ad,true
E032,2026-08-01,Poznan,adults,O1102,2,cancelled,facebook,kids_event,search_ad,true
E053,2026-07-09,Lodz,kids,O1103,1,confirmed,newsletter,flash_sale,search_ad,false
E064,2026-09-28,Warsaw,kids,O1104,1,confirmed,google,autumn_event,carousel,false
E096,2026-06-03,Lodz,kids,O1105,1,confirmed,facebook,kids_event,carousel,false
E057,2026-06-01,Poznan,adults,O1106,3,confirmed,instagram,summer_fun,email_main,false
E059,2026-05-02,Lodz,kids,O1107,4,confirmed,google,spring_sale,search_ad,true
E034,2026-08-24,Cracow,kids,O1108,5,confirmed,facebook,kids_event,banner,false
E002,2026-04-07,Wroclaw,kids,O1109,2,confirmed,google,spring_sale,email_main,true
E004,2026-08-24,Wroclaw,kids,O1110,1,confirmed,facebook,kids_event,carousel,true
E006,2026-06-28,Wroclaw,adults,O1111,3,cancelled,newsletter,summer_fun,search_ad,true
E066,2026-06-03,Cracow,adults,O1112,2,confirmed,facebook,spring_sale,video_ad,true
E069,2026-06-29,Lodz,kids,O1113,2,confirmed,instagram,autumn_event,carousel,false
E005,2026-07-29,Lodz,adults,O1114,2,confirmed,facebook,spring_sale,video_ad,true
E026,2026-07-24,Wroclaw,kids,O1115,5,confirmed,newsletter,kids_event,search_ad,false
E046,2026-09-20,Gdansk,adults,O1116,3,cancelled,facebook,spring_sale,search_ad,false
E004,2026-08-08,Katowice,kids,O1117,5,confirmed,facebook,autumn_event,carousel,true
E073,2026-09-14,Cracow,kids,O1118,5,cancelled,facebook,kids_event,banner,true
E070,2026-07-03,Warsaw,kids,O1119,5,confirmed,facebook,autumn_event,banner,true
E027,2026-08-10,Poznan,adults,O1120,3,confirmed,newsletter,kids_event,banner,false
E064,2026-04-20,Lodz,kids,O1121,3,confirmed,google,autumn_event,search_ad,true
E079,2026-07-13,Katowice,kids,O1122,3,confirmed,instagram,autumn_event,video_ad,false
E054,2026-09-19,Cracow,adults,O1123,4,confirmed,google,summer_fun,search_ad,true
E007,2026-08-15,Cracow,adults,O1124,3,confirmed,google,flash_sale,video_ad,true
E083,2026-05-05,Wroclaw,kids,O1125,3,confirmed,facebook,kids_event,story_ad,false
E034,2026-04-06,Gdansk,adults,O1126,4,confirmed,facebook,autumn_event,carousel,false
E021,2026-05-15,Katowice,adults,O1127,1,confirmed,instagram,spring_sale,banner,false
E035,2026-09-27,Warsaw,kids,O1128,2,confirmed,facebook,autumn_event,banner,true
E015,2026-09-24,Warsaw,kids,O1129,2,cancelled,newsletter,flash_sale,email_main,false
E078,2026-08-25,Gdansk,adults,O1130,2,confirmed,facebook,autumn_event,banner,false
E066,2026-06-30,Warsaw,kids,O1131,4,cancelled,instagram,summer_fun,banner,false
E061,2026-07-24,Katowice,adults,O1132,5,confirmed,newsletter,flash_sale,email_main,false
E082,2026-05-09,Poznan,adults,O1133,5,confirmed,instagram,autumn_event,search_ad,false
E026,2026-04-27,Gdansk,kids,O1134,2,confirmed,facebook,spring_sale,email_main,false
E023,2026-07-14,Katowice,adults,O1135,2,confirmed,facebook,flash_sale,video_ad,false
E078,2026-04-27,Katowice,adults,O1136,4,confirmed,google,flash_sale,video_ad,false
E012,2026-05-30,Katowice,adults,O1137,3,confirmed,facebook,kids_event,search_ad,false
E040,2026-08-29,Wroclaw,adults,O1138,1,confirmed,google,autumn_event,carousel,false
E033,2026-04-26,Cracow,adults,O1139,1,confirmed,google,kids_event,story_ad,true
E027,2026-06-20,Warsaw,adults,O1140,3,confirmed,facebook,spring_sale,search_ad,true
E073,2026-05-09,Lodz,kids,O1141,2,confirmed,facebook,summer_fun,story_ad,false
E015,2026-05-10,Poznan,adults,O1142,1,confirmed,newsletter,summer_fun,story_ad,true
E045,2026-04-19,Poznan,kids,O1143,2,confirmed,instagram,flash_sale,video_ad,false
E093,2026-07-16,Cracow,adults,O1144,5,confirmed,instagram,autumn_event,search_ad,true
E028,2026-04-26,Cracow,kids,O1145,5,confirmed,newsletter,summer_fun,video_ad,true
E024,2026-07-05,Katowice,adults,O1146,2,cancelled,newsletter,summer_fun,email_main,false
E011,2026-07-14,Lodz,adults,O1147,2,confirmed,newsletter,spring_sale,video_ad,false
E061,2026-07-04,Katowice,adults,O1148,5,confirmed,newsletter,summer_fun,email_main,false
E050,2026-06-27,Warsaw,adults,O1149,5,confirmed,newsletter,spring_sale,carousel,true
E011,2026-07-23,Lodz,adults,O1150,3,confirmed,facebook,summer_fun,video_ad,false
E029,2026-06-15,Warsaw,kids,O1151,5,confirmed,google,spring_sale,banner,false
E086,2026-04-23,Gdansk,kids,O1152,4,confirmed,facebook,autumn_event,email_main,false
E048,2026-05-19,Poznan,adults,O1153,5,cancelled,instagram,spring_sale,email_main,false
E053,2026-09-02,Katowice,adults,O1154,2,confirmed,facebook,spring_sale,video_ad,false
E060,2026-04-14,Katowice,adults,O1155,1,confirmed,newsletter,kids_event,video_ad,true
E057,2026-08-15,Warsaw,kids,O1156,3,confirmed,facebook,autumn_event,video_ad,false
E046,2026-08-25,Katowice,kids,O1157,5,cancelled,instagram,spring_sale,carousel,false
E014,2026-07-21,Katowice,adults,O1158,3,confirmed,google,flash_sale,story_ad,true
E002,2026-09-23,Warsaw,kids,O1159,1,confirmed,newsletter,flash_sale,carousel,true
E005,2026-09-28,Warsaw,adults,O1160,1,confirmed,instagram,kids_event,video_ad,true
E013,2026-04-12,Poznan,kids,O1161,2,confirmed,instagram,summer_fun,video_ad,false
E077,2026-05-16,Lodz,kids,O1162,3,confirmed,newsletter,spring_sale,search_ad,false
E081,2026-06-10,Cracow,adults,O1163,3,confirmed,instagram,autumn_event,carousel,false
E086,2026-09-26,Warsaw,kids,O1164,1,confirmed,facebook,flash_sale,email_main,false
E034,2026-05-04,Lodz,adults,O1165,1,confirmed,facebook,summer_fun,carousel,true
E099,2026-09-14,Lodz,kids,O1166,1,confirmed,newsletter,kids_event,carousel,true
E014,2026-08-04,Cracow,kids,O1167,2,confirmed,instagram,summer_fun,carousel,true
E022,2026-07-07,Gdansk,adults,O1168,2,confirmed,facebook,kids_event,story_ad,false
E091,2026-06-23,Warsaw,adults,O1169,5,cancelled,google,kids_event,email_main,false
E087,2026-06-11,Katowice,adults,O1170,1,confirmed,instagram,spring_sale,video_ad,false
E069,2026-07-20,Cracow,kids,O1171,3,cancelled,instagram,summer_fun,banner,false
E081,2026-09-19,Warsaw,adults,O1172,3,confirmed,newsletter,autumn_event,banner,true
E069,2026-08-12,Katowice,kids,O1173,1,confirmed,newsletter,autumn_event,search_ad,true
E049,2026-06-20,Poznan,kids,O1174,2,confirmed,instagram,autumn_event,search_ad,true
E027,2026-08-20,Katowice,kids,O1175,4,confirmed,facebook,flash_sale,search_ad,true
E075,2026-09-20,Cracow,adults,O1176,1,confirmed,newsletter,flash_sale,email_main,true
E055,2026-09-05,Cracow,adults,O1177,4,confirmed,facebook,autumn_event,video_ad,false
E087,2026-07-28,Warsaw,kids,O1178,3,confirmed,facebook,summer_fun,search_ad,false
E010,2026-06-09,Wroclaw,kids,O1179,4,confirmed,facebook,spring_sale,search_ad,false
E007,2026-04-19,Katowice,kids,O1180,2,confirmed,facebook,autumn_event,banner,true
E050,2026-08-02,Cracow,adults,O1181,4,confirmed,google,spring_sale,story_ad,true
E080,2026-09-23,Poznan,kids,O1182,1,confirmed,google,flash_sale,search_ad,true
E090,2026-07-11,Poznan,adults,O1183,4,confirmed,instagram,kids_event,story_ad,false
E075,2026-05-03,Wroclaw,adults,O1184,4,confirmed,facebook,kids_event,search_ad,false
E012,2026-08-21,Warsaw,kids,O1185,4,confirmed,newsletter,flash_sale,carousel,true
E026,2026-06-14,Wroclaw,adults,O1186,3,confirmed,newsletter,autumn_event,search_ad,false
E032,2026-04-20,Poznan,adults,O1187,5,confirmed,newsletter,autumn_event,email_main,false
E024,2026-07-20,Katowice,adults,O1188,4,confirmed,instagram,flash_sale,banner,true
E056,2026-05-28,Wroclaw,adults,O1189,1,confirmed,facebook,kids_event,banner,true
E001,2026-09-21,Cracow,kids,O1190,4,confirmed,google,summer_fun,email_main,false
E022,2026-07-15,Wroclaw,kids,O1191,4,confirmed,newsletter,summer_fun,email_main,false
E053,2026-05-09,Poznan,adults,O1192,3,confirmed,google,summer_fun,search_ad,true
E064,2026-06-01,Warsaw,adults,O1193,5,confirmed,google,flash_sale,video_ad,false
E087,2026-09-19,Poznan,kids,O1194,2,confirmed,facebook,autumn_event,story_ad,true
E079,2026-05-23,Wroclaw,adults,O1195,3,confirmed,google,flash_sale,carousel,true
E077,2026-05-20,Wroclaw,kids,O1196,3,confirmed,newsletter,autumn_event,email_main,false
E005,2026-08-27,Wroclaw,adults,O1197,5,confirmed,facebook,spring_sale,search_ad,true
E015,2026-06-30,Warsaw,adults,O1198,2,confirmed,newsletter,flash_sale,email_main,true
E075,2026-07-09,Cracow,adults,O1199,3,confirmed,google,flash_sale,video_ad,false
E068,2026-08-07,Lodz,kids,O1200,1,confirmed,instagram,autumn_event,carousel,true
E011,2026-05-08,Poznan,kids,O1201,1,confirmed,facebook,flash_sale,carousel,false
E088,2026-05-01,Lodz,adults,O1202,3,confirmed,facebook,flash_sale,video_ad,true
E099,2026-09-18,Katowice,kids,O1203,4,confirmed,facebook,autumn_event,banner,true
E014,2026-05-22,Lodz,adults,O1204,3,confirmed,instagram,summer_fun,banner,false
E020,2026-05-13,Katowice,adults,O1205,2,confirmed,facebook,flash_sale,video_ad,true
E099,2026-08-23,Wroclaw,kids,O1206,4,confirmed,google,summer_fun,search_ad,false
E018,2026-07-19,Warsaw,adults,O1207,4,cancelled,newsletter,spring_sale,search_ad,false
E062,2026-08-14,Cracow,kids,O1208,1,cancelled,instagram,kids_event,banner,false
E029,2026-07-30,Poznan,adults,O1209,3,confirmed,google,autumn_event,search_ad,true
E014,2026-04-22,Wroclaw,adults,O1210,3,confirmed,instagram,flash_sale,video_ad,false
E003,2026-09-11,Wroclaw,adults,O1211,2,confirmed,instagram,summer_fun,story_ad,true
E044,2026-06-15,Warsaw,kids,O1212,2,confirmed,google,kids_event,carousel,false
E086,2026-04-13,Katowice,kids,O1213,3,confirmed,instagram,kids_event,email_main,false
E092,2026-04-11,Poznan,kids,O1214,5,cancelled,google,summer_fun,carousel,true
E018,2026-07-31,Lodz,kids,O1215,1,confirmed,instagram,autumn_event,email_main,false
E092,2026-09-16,Poznan,kids,O1216,4,confirmed,facebook,summer_fun,banner,true
E058,2026-07-23,Warsaw,kids,O1217,1,confirmed,google,spring_sale,story_ad,true
E048,2026-09-22,Poznan,kids,O1218,5,cancelled,google,autumn_event,story_ad,true
E034,2026-07-15,Gdansk,kids,O1219,2,confirmed,facebook,spring_sale,story_ad,false
E052,2026-05-08,Poznan,adults,O1220,3,confirmed,google,spring_sale,story_ad,false
E045,2026-08-04,Katowice,kids,O1221,2,confirmed,instagram,flash_sale,story_ad,false
E029,2026-05-04,Cracow,adults,O1222,2,confirmed,newsletter,summer_fun,search_ad,false
E026,2026-07-02,Wroclaw,kids,O1223,5,confirmed,instagram,spring_sale,video_ad,false
E015,2026-06-28,Poznan,adults,O1224,5,confirmed,google,flash_sale,video_ad,true
E068,2026-06-07,Gdansk,adults,O1225,1,confirmed,google,spring_sale,banner,true
E003,2026-04-27,Lodz,kids,O1226,2,confirmed,newsletter,spring_sale,search_ad,true
E038,2026-08-01,Warsaw,adults,O1227,2,confirmed,newsletter,flash_sale,story_ad,true
E030,2026-09-11,Warsaw,adults,O1228,4,confirmed,newsletter,kids_event,banner,false
E002,2026-06-19,Wroclaw,adults,O1229,5,confirmed,instagram,autumn_event,email_main,true
E013,2026-04-05,Lodz,adults,O1230,1,confirmed,instagram,autumn_event,video_ad,false
E040,2026-06-26,Cracow,kids,O1231,5,confirmed,google,kids_event,video_ad,true
E004,2026-09-14,Gdansk,adults,O1232,3,confirmed,instagram,summer_fun,search_ad,true
E004,2026-04-04,Katowice,kids,O1233,5,confirmed,instagram,summer_fun,carousel,false
E075,2026-07-30,Lodz,adults,O1234,5,confirmed,google,spring_sale,banner,true
E064,2026-04-29,Gdansk,adults,O1235,3,cancelled,newsletter,kids_event,carousel,true
E006,2026-05-13,Gdansk,adults,O1236,4,cancelled,facebook,autumn_event,story_ad,true
E023,2026-08-14,Katowice,kids,O1237,3,confirmed,newsletter,flash_sale,carousel,true
E072,2026-09-12,Warsaw,adults,O1238,3,confirmed,google,kids_event,carousel,false
E098,2026-08-21,Wroclaw,adults,O1239,1,confirmed,google,spring_sale,search_ad,false
E072,2026-07-07,Gdansk,adults,O1240,2,confirmed,google,flash_sale,email_main,true
E080,2026-05-21,Poznan,kids,O1241,3,confirmed,instagram,summer_fun,search_ad,true
E088,2026-09-09,Wroclaw,kids,O1242,3,confirmed,instagram,flash_sale,carousel,false
E007,2026-09-26,Katowice,adults,O1243,3,confirmed,google,summer_fun,story_ad,true
E044,2026-04-03,Katowice,kids,O1244,5,confirmed,google,kids_event,search_ad,false
E043,2026-08-31,Poznan,adults,O1245,2,confirmed,instagram,flash_sale,video_ad,false
E065,2026-09-13,Warsaw,kids,O1246,3,confirmed,facebook,spring_sale,email_main,true
E041,2026-05-17,Cracow,kids,O1247,1,cancelled,newsletter,autumn_event,video_ad,false
E007,2026-09-01,Gdansk,adults,O1248,4,confirmed,google,kids_event,story_ad,false
E032,2026-07-11,Gdansk,adults,O1249,3,confirmed,newsletter,autumn_event,search_ad,true
E045,2026-09-08,Wroclaw,kids,O1250,1,confirmed,newsletter,flash_sale,video_ad,false
E060,2026-09-14,Warsaw,adults,O1251,2,confirmed,newsletter,summer_fun,banner,false
E091,2026-07-11,Cracow,adults,O1252,1,cancelled,instagram,summer_fun,search_ad,true
E008,2026-07-04,Lodz,kids,O1253,3,confirmed,google,spring_sale,story_ad,true
E008,2026-05-18,Warsaw,kids,O1254,4,confirmed,google,spring_sale,email_main,false
E057,2026-08-17,Poznan,kids,O1255,1,cancelled,newsletter,summer_fun,search_ad,false
E069,2026-09-14,Cracow,adults,O1256,5,confirmed,newsletter,spring_sale,story_ad,true
E067,2026-06-08,Wroclaw,kids,O1257,2,confirmed,facebook,kids_event,search_ad,false
E032,2026-09-22,Warsaw,kids,O1258,4,confirmed,instagram,summer_fun,search_ad,false
E031,2026-06-20,Poznan,kids,O1259,2,confirmed,newsletter,autumn_event,carousel,false
E033,2026-05-25,Lodz,kids,O1260,1,cancelled,newsletter,spring_sale,banner,false
E056,2026-04-08,Poznan,kids,O1261,3,confirmed,facebook,flash_sale,video_ad,false
E067,2026-04-11,Warsaw,adults,O1262,2,confirmed,newsletter,spring_sale,banner,true
E037,2026-07-23,Wroclaw,adults,O1263,1,confirmed,google,autumn_event,email_main,true
E088,2026-07-23,Warsaw,adults,O1264,4,confirmed,facebook,summer_fun,banner,true
E050,2026-08-18,Warsaw,adults,O1265,4,confirmed,facebook,spring_sale,carousel,true
E032,2026-05-04,Wroclaw,adults,O1266,3,cancelled,newsletter,flash_sale,carousel,false
E094,2026-08-23,Lodz,kids,O1267,1,confirmed,facebook,summer_fun,email_main,true
E088,2026-09-27,Wroclaw,adults,O1268,3,confirmed,google,summer_fun,video_ad,false
E073,2026-04-01,Lodz,kids,O1269,3,confirmed,newsletter,kids_event,banner,false
E033,2026-06-10,Poznan,kids,O1270,4,confirmed,newsletter,autumn_event,carousel,true
E009,2026-05-05,Lodz,adults,O1271,5,confirmed,newsletter,autumn_event,email_main,false
E007,2026-07-02,Warsaw,kids,O1272,5,confirmed,google,spring_sale,email_main,false
E068,2026-05-04,Wroclaw,adults,O1273,3,cancelled,instagram,summer_fun,story_ad,true
E017,2026-05-11,Katowice,kids,O1274,5,confirmed,instagram,autumn_event,story_ad,true
E056,2026-04-13,Poznan,adults,O1275,4,confirmed,facebook,spring_sale,banner,true
E059,2026-08-09,Cracow,kids,O1276,4,confirmed,google,flash_sale,carousel,false
E026,2026-05-27,Warsaw,kids,O1277,2,confirmed,newsletter,summer_fun,search_ad,true
E033,2026-07-28,Poznan,adults,O1278,1,confirmed,instagram,autumn_event,banner,true
E026,2026-06-19,Gdansk,kids,O1279,1,confirmed,google,autumn_event,email_main,true
E092,2026-07-27,Wroclaw,kids,O1280,1,confirmed,instagram,flash_sale,carousel,false
E019,2026-05-26,Cracow,kids,O1281,5,confirmed,instagram,spring_sale,search_ad,false
E046,2026-09-26,Lodz,adults,O1282,5,cancelled,google,spring_sale,carousel,true
E011,2026-07-25,Katowice,kids,O1283,4,confirmed,facebook,autumn_event,carousel,true
E061,2026-06-27,Katowice,adults,O1284,2,confirmed,google,flash_sale,search_ad,true
E013,2026-05-02,Katowice,adults,O1285,3,confirmed,instagram,kids_event,carousel,false
E055,2026-09-12,Warsaw,kids,O1286,5,confirmed,facebook,flash_sale,video_ad,false
E016,2026-09-22,Lodz,kids,O1287,4,cancelled,instagram,flash_sale,banner,true
E045,2026-05-18,Katowice,kids,O1288,5,cancelled,newsletter,spring_sale,search_ad,false
E006,2026-04-26,Lodz,adults,O1289,5,cancelled,google,spring_sale,carousel,true
E024,2026-05-01,Poznan,kids,O1290,2,confirmed,newsletter,autumn_event,search_ad,true
E047,2026-08-03,Poznan,kids,O1291,4,confirmed,google,autumn_event,video_ad,false
E052,2026-06-30,Katowice,adults,O1292,1,confirmed,facebook,autumn_event,search_ad,false
E074,2026-07-10,Lodz,kids,O1293,5,confirmed,instagram,summer_fun,banner,true
E061,2026-09-26,Warsaw,kids,O1294,4,confirmed,newsletter,flash_sale,search_ad,false
E078,2026-05-22,Cracow,adults,O1295,3,confirmed,facebook,spring_sale,email_main,true
E054,2026-05-09,Wroclaw,kids,O1296,3,confirmed,facebook,summer_fun,story_ad,false
E046,2026-05-29,Poznan,adults,O1297,2,confirmed,google,autumn_event,search_ad,false
E033,2026-06-23,Lodz,kids,O1298,2,confirmed,newsletter,autumn_event,email_main,true
E002,2026-09-14,Katowice,kids,O1299,5,confirmed,instagram,kids_event,banner,true
E010,2026-09-19,Katowice,adults,O1300,5,confirmed,newsletter,kids_event,carousel,true
E035,2026-09-02,Warsaw,adults,O1301,2,confirmed,instagram,flash_sale,search_ad,true
E019,2026-04-02,Katowice,adults,O1302,2,confirmed,instagram,autumn_event,story_ad,false
E013,2026-09-09,Cracow,adults,O1303,2,confirmed,newsletter,summer_fun,story_ad,true
E024,2026-07-30,Lodz,kids,O1304,3,cancelled,facebook,flash_sale,banner,true
E029,2026-09-26,Cracow,kids,O1305,1,confirmed,instagram,summer_fun,banner,true
